"co_procedimento";"co_registro_principal";"co_procedimento_compativel";"co_registro_compativel";"tp_compatibilidade";"qt_permitida";"dt_competencia"
"0303050071";"07";"0303050187";"07";"2";"0001";"201809"
"0303050071";"07";"0303050195";"07";"2";"0001";"201809"
"0303050071";"07";"0303050209";"07";"2";"0001";"201809"
"0303050071";"07";"0303050217";"07";"2";"0001";"201809"
"0303050071";"07";"0303050225";"07";"2";"0001";"201809"
"0303050080";"07";"0303050039";"07";"2";"0001";"201809"
"0303050080";"07";"0303050047";"07";"2";"0001";"201809"
"0303050080";"07";"0303050055";"07";"2";"0001";"201809"
"0303050080";"07";"0303050063";"07";"2";"0001";"201809"
"0303050080";"07";"0303050071";"07";"2";"0001";"201809"
"0303050080";"07";"0303050101";"07";"2";"0001";"201809"
"0303050080";"07";"0303050110";"07";"2";"0001";"201809"
"0303050080";"07";"0303050152";"07";"2";"0001";"201809"
"0303050080";"07";"0303050160";"07";"2";"0001";"201809"
"0303050080";"07";"0303050179";"07";"2";"0001";"201809"
"0303050080";"07";"0303050187";"07";"2";"0001";"201809"
"0303050080";"07";"0303050195";"07";"2";"0001";"201809"
"0303050080";"07";"0303050209";"07";"2";"0001";"201809"
"0303050080";"07";"0303050217";"07";"2";"0001";"201809"
"0303050080";"07";"0303050225";"07";"2";"0001";"201809"
"0303050101";"07";"0303050039";"07";"2";"0001";"201809"
"0303050101";"07";"0303050047";"07";"2";"0001";"201809"
"0303050101";"07";"0303050055";"07";"2";"0001";"201809"
"0303050101";"07";"0303050063";"07";"2";"0001";"201809"
"0303050101";"07";"0303050071";"07";"2";"0001";"201809"
"0303050101";"07";"0303050080";"07";"2";"0001";"201809"
"0303050101";"07";"0303050110";"07";"2";"0001";"201809"
"0303050101";"07";"0303050152";"07";"2";"0001";"201809"
"0303050101";"07";"0303050160";"07";"2";"0001";"201809"
"0303050101";"07";"0303050179";"07";"2";"0001";"201809"
"0303050101";"07";"0303050187";"07";"2";"0001";"201809"
"0303050101";"07";"0303050195";"07";"2";"0001";"201809"
"0303050101";"07";"0303050209";"07";"2";"0001";"201809"
"0303050101";"07";"0303050217";"07";"2";"0001";"201809"
"0303050101";"07";"0303050225";"07";"2";"0001";"201809"
"0303050110";"07";"0303050039";"07";"2";"0001";"201809"
"0303050110";"07";"0303050047";"07";"2";"0001";"201809"
"0303050110";"07";"0303050055";"07";"2";"0001";"201809"
"0303050110";"07";"0303050063";"07";"2";"0001";"201809"
"0303050110";"07";"0303050071";"07";"2";"0001";"201809"
"0303050110";"07";"0303050080";"07";"2";"0001";"201809"
"0303050110";"07";"0303050101";"07";"2";"0001";"201809"
"0303050110";"07";"0303050152";"07";"2";"0001";"201809"
"0303050110";"07";"0303050160";"07";"2";"0001";"201809"
"0303050110";"07";"0303050179";"07";"2";"0001";"201809"
"0303050110";"07";"0303050187";"07";"2";"0001";"201809"
"0303050110";"07";"0303050195";"07";"2";"0001";"201809"
"0303050110";"07";"0303050209";"07";"2";"0001";"201809"
"0303050110";"07";"0303050217";"07";"2";"0001";"201809"
"0303050110";"07";"0303050225";"07";"2";"0001";"201809"
"0303050152";"07";"0303050039";"07";"2";"0001";"201809"
"0303050152";"07";"0303050047";"07";"2";"0001";"201809"
"0303050152";"07";"0303050055";"07";"2";"0001";"201809"
"0303050152";"07";"0303050063";"07";"2";"0001";"201809"
"0303050152";"07";"0303050071";"07";"2";"0001";"201809"
"0303050152";"07";"0303050080";"07";"2";"0001";"201809"
"0303050152";"07";"0303050101";"07";"2";"0001";"201809"
"0303050152";"07";"0303050110";"07";"2";"0001";"201809"
"0303050152";"07";"0303050160";"07";"2";"0001";"201809"
"0303050152";"07";"0303050179";"07";"2";"0001";"201809"
"0303050152";"07";"0303050187";"07";"2";"0001";"201809"
"0303050152";"07";"0303050195";"07";"2";"0001";"201809"
"0303050152";"07";"0303050209";"07";"2";"0001";"201809"
"0303050152";"07";"0303050217";"07";"2";"0001";"201809"
"0303050152";"07";"0303050225";"07";"2";"0001";"201809"
"0303050160";"07";"0303050039";"07";"2";"0001";"201809"
"0303050160";"07";"0303050047";"07";"2";"0001";"201809"
"0303050160";"07";"0303050055";"07";"2";"0001";"201809"
"0303050160";"07";"0303050063";"07";"2";"0001";"201809"
"0303050160";"07";"0303050071";"07";"2";"0001";"201809"
"0303050160";"07";"0303050080";"07";"2";"0001";"201809"
"0303050160";"07";"0303050101";"07";"2";"0001";"201809"
"0303050160";"07";"0303050110";"07";"2";"0001";"201809"
"0303050160";"07";"0303050152";"07";"2";"0001";"201809"
"0303050160";"07";"0303050179";"07";"2";"0001";"201809"
"0303050160";"07";"0303050187";"07";"2";"0001";"201809"
"0303050160";"07";"0303050195";"07";"2";"0001";"201809"
"0303050160";"07";"0303050209";"07";"2";"0001";"201809"
"0303050160";"07";"0303050217";"07";"2";"0001";"201809"
"0303050160";"07";"0303050225";"07";"2";"0001";"201809"
"0303050179";"07";"0303050039";"07";"2";"0001";"201809"
"0303050179";"07";"0303050047";"07";"2";"0001";"201809"
"0303050179";"07";"0303050055";"07";"2";"0001";"201809"
"0303050179";"07";"0303050063";"07";"2";"0001";"201809"
"0303050179";"07";"0303050071";"07";"2";"0001";"201809"
"0303050179";"07";"0303050080";"07";"2";"0001";"201809"
"0303050179";"07";"0303050101";"07";"2";"0001";"201809"
"0303050179";"07";"0303050110";"07";"2";"0001";"201809"
"0303050179";"07";"0303050152";"07";"2";"0001";"201809"
"0303050179";"07";"0303050160";"07";"2";"0001";"201809"
"0303050179";"07";"0303050187";"07";"2";"0001";"201809"
"0303050179";"07";"0303050195";"07";"2";"0001";"201809"
"0303050179";"07";"0303050209";"07";"2";"0001";"201809"
"0303050179";"07";"0303050217";"07";"2";"0001";"201809"
"0303050179";"07";"0303050225";"07";"2";"0001";"201809"
"0303050187";"07";"0303050039";"07";"2";"0001";"201809"
"0303050187";"07";"0303050047";"07";"2";"0001";"201809"
"0303050187";"07";"0303050055";"07";"2";"0001";"201809"
"0303050187";"07";"0303050063";"07";"2";"0001";"201809"
"0303050187";"07";"0303050071";"07";"2";"0001";"201809"
"0303050187";"07";"0303050080";"07";"2";"0001";"201809"
"0303050187";"07";"0303050101";"07";"2";"0001";"201809"
"0303050187";"07";"0303050110";"07";"2";"0001";"201809"
"0303050187";"07";"0303050152";"07";"2";"0001";"201809"
"0303050187";"07";"0303050160";"07";"2";"0001";"201809"
"0303050187";"07";"0303050179";"07";"2";"0001";"201809"
"0303050187";"07";"0303050195";"07";"2";"0001";"201809"
"0303050187";"07";"0303050209";"07";"2";"0001";"201809"
"0303050187";"07";"0303050217";"07";"2";"0001";"201809"
"0303050187";"07";"0303050225";"07";"2";"0001";"201809"
"0303050195";"07";"0303050039";"07";"2";"0001";"201809"
"0303050195";"07";"0303050047";"07";"2";"0001";"201809"
"0303050195";"07";"0303050055";"07";"2";"0001";"201809"
"0303050195";"07";"0303050063";"07";"2";"0001";"201809"
"0303050195";"07";"0303050071";"07";"2";"0001";"201809"
"0303050195";"07";"0303050080";"07";"2";"0001";"201809"
"0303050195";"07";"0303050101";"07";"2";"0001";"201809"
"0303050195";"07";"0303050110";"07";"2";"0001";"201809"
"0303050195";"07";"0303050152";"07";"2";"0001";"201809"
"0303050195";"07";"0303050160";"07";"2";"0001";"201809"
"0303050195";"07";"0303050179";"07";"2";"0001";"201809"
"0303050195";"07";"0303050187";"07";"2";"0001";"201809"
"0303050195";"07";"0303050209";"07";"2";"0001";"201809"
"0303050195";"07";"0303050217";"07";"2";"0001";"201809"
"0303050195";"07";"0303050225";"07";"2";"0001";"201809"
"0303050209";"07";"0303050039";"07";"2";"0001";"201809"
"0303050209";"07";"0303050047";"07";"2";"0001";"201809"
"0303050209";"07";"0303050055";"07";"2";"0001";"201809"
"0303050209";"07";"0303050063";"07";"2";"0001";"201809"
"0303050209";"07";"0303050071";"07";"2";"0001";"201809"
"0303050209";"07";"0303050080";"07";"2";"0001";"201809"
"0303050209";"07";"0303050101";"07";"2";"0001";"201809"
"0303050209";"07";"0303050110";"07";"2";"0001";"201809"
"0303050209";"07";"0303050152";"07";"2";"0001";"201809"
"0303050209";"07";"0303050160";"07";"2";"0001";"201809"
"0303050209";"07";"0303050179";"07";"2";"0001";"201809"
"0303050209";"07";"0303050187";"07";"2";"0001";"201809"
"0303050209";"07";"0303050195";"07";"2";"0001";"201809"
"0303050209";"07";"0303050217";"07";"2";"0001";"201809"
"0303050209";"07";"0303050225";"07";"2";"0001";"201809"
"0303050217";"07";"0303050039";"07";"2";"0001";"201809"
"0303050217";"07";"0303050047";"07";"2";"0001";"201809"
"0303050217";"07";"0303050055";"07";"2";"0001";"201809"
"0303050217";"07";"0303050063";"07";"2";"0001";"201809"
"0303050217";"07";"0303050071";"07";"2";"0001";"201809"
"0303050217";"07";"0303050080";"07";"2";"0001";"201809"
"0303050217";"07";"0303050101";"07";"2";"0001";"201809"
"0303050217";"07";"0303050110";"07";"2";"0001";"201809"
"0303050217";"07";"0303050152";"07";"2";"0001";"201809"
"0303050217";"07";"0303050160";"07";"2";"0001";"201809"
"0303050217";"07";"0303050179";"07";"2";"0001";"201809"
"0303050217";"07";"0303050187";"07";"2";"0001";"201809"
"0303050217";"07";"0303050195";"07";"2";"0001";"201809"
"0303050217";"07";"0303050209";"07";"2";"0001";"201809"
"0303050217";"07";"0303050225";"07";"2";"0001";"201809"
"0303050225";"07";"0303050039";"07";"2";"0001";"201809"
"0303050225";"07";"0303050047";"07";"2";"0001";"201809"
"0303050225";"07";"0303050055";"07";"2";"0001";"201809"
"0303050225";"07";"0303050063";"07";"2";"0001";"201809"
"0303050225";"07";"0303050071";"07";"2";"0001";"201809"
"0303050225";"07";"0303050080";"07";"2";"0001";"201809"
"0303050225";"07";"0303050101";"07";"2";"0001";"201809"
"0303050225";"07";"0303050110";"07";"2";"0001";"201809"
"0303050225";"07";"0303050152";"07";"2";"0001";"201809"
"0303050225";"07";"0303050160";"07";"2";"0001";"201809"
"0303050225";"07";"0303050179";"07";"2";"0001";"201809"
"0303050225";"07";"0303050187";"07";"2";"0001";"201809"
"0303050225";"07";"0303050195";"07";"2";"0001";"201809"
"0303050225";"07";"0303050209";"07";"2";"0001";"201809"
"0303050225";"07";"0303050217";"07";"2";"0001";"201809"
"0303060026";"03";"0702040266";"04";"1";"0000";"201809"
"0303060026";"03";"0702050342";"04";"1";"0000";"201809"
"0303060034";"03";"0702040266";"04";"1";"0000";"201809"
"0303060042";"03";"0211020010";"04";"1";"0001";"201809"
"0303060050";"03";"0309060010";"04";"1";"0001";"201809"
"0303060069";"03";"0309060010";"04";"1";"0001";"201809"
"0303060069";"03";"0702050067";"04";"1";"0000";"201809"
"0303060069";"03";"0702050121";"04";"1";"0000";"201809"
"0303060069";"03";"0702050342";"04";"1";"0000";"201809"
"0303060077";"03";"0309060010";"04";"1";"0001";"201809"
"0303060077";"03";"0702050067";"04";"1";"0000";"201809"
"0303060077";"03";"0702050342";"04";"1";"0000";"201809"
"0303060123";"03";"0211020028";"04";"1";"0000";"201809"
"0303060131";"03";"0309060010";"04";"1";"0001";"201809"
"0303060131";"03";"0702050067";"04";"1";"0000";"201809"
"0303060131";"03";"0702050075";"04";"1";"0000";"201809"
"0303060131";"03";"0702050342";"04";"1";"0000";"201809"
"0303060190";"03";"0202031209";"04";"1";"0002";"201809"
"0303060190";"03";"0211020010";"04";"1";"0001";"201809"
"0303060190";"03";"0309060010";"04";"1";"0001";"201809"
"0303060190";"03";"0603050042";"04";"1";"0001";"201809"
"0303060190";"03";"0603050050";"04";"1";"0002";"201809"
"0303060190";"03";"0603050069";"04";"1";"0001";"201809"
"0303060190";"03";"0603050077";"04";"1";"0001";"201809"
"0303060190";"03";"0603050085";"04";"1";"0001";"201809"
"0303060190";"03";"0603050093";"04";"1";"0001";"201809"
"0303060190";"03";"0603050107";"04";"1";"0040";"201809"
"0303060190";"03";"0702050121";"04";"1";"0000";"201809"
"0303060212";"03";"0211020010";"04";"1";"0001";"201809"
"0303060212";"03";"0211020028";"04";"1";"0002";"201809"
"0303060212";"03";"0702050121";"04";"1";"0000";"201809"
"0303060239";"03";"0702040266";"04";"1";"0000";"201809"
"0303060280";"03";"0202031209";"04";"1";"0002";"201809"
"0303060280";"03";"0211020010";"04";"1";"0001";"201809"
"0303060280";"03";"0603050107";"04";"1";"0040";"201809"
"0303110040";"03";"0702040266";"04";"1";"0000";"201809"
"0303110040";"03";"0702050121";"04";"1";"0000";"201809"
"0303160012";"03";"0702040118";"04";"1";"0001";"201809"
"0303160020";"03";"0702040118";"04";"1";"0001";"201809"
"0303160039";"03";"0702040118";"04";"1";"0001";"201809"
"0303160047";"03";"0702040118";"04";"1";"0001";"201809"
"0303160055";"03";"0702040118";"04";"1";"0001";"201809"
"0303160063";"03";"0603060013";"04";"1";"0002";"201809"
"0303160063";"03";"0702040118";"04";"1";"0001";"201809"
"0303160071";"03";"0702040118";"04";"1";"0001";"201809"
"0303170131";"03";"0802010253";"04";"1";"0000";"201809"
"0303170131";"03";"0802010261";"04";"1";"0000";"201809"
"0303170131";"03";"0802010270";"04";"1";"0000";"201809"
"0303170140";"03";"0802010253";"04";"1";"0000";"201809"
"0303170140";"03";"0802010261";"04";"1";"0000";"201809"
"0303170140";"03";"0802010270";"04";"1";"0000";"201809"
"0303170158";"03";"0802010253";"04";"1";"0000";"201809"
"0303170158";"03";"0802010261";"04";"1";"0000";"201809"
"0303170158";"03";"0802010270";"04";"1";"0000";"201809"
"0303170166";"03";"0802010253";"04";"1";"0000";"201809"
"0303170166";"03";"0802010261";"04";"1";"0000";"201809"
"0303170166";"03";"0802010270";"04";"1";"0000";"201809"
"0303170174";"03";"0802010253";"04";"1";"0000";"201809"
"0303170174";"03";"0802010261";"04";"1";"0000";"201809"
"0303170174";"03";"0802010270";"04";"1";"0000";"201809"
"0303170182";"03";"0802010253";"04";"1";"0000";"201809"
"0303170182";"03";"0802010261";"04";"1";"0000";"201809"
"0303170182";"03";"0802010270";"04";"1";"0000";"201809"
"0303180013";"03";"0303180030";"03";"1";"0000";"201809"
"0303180013";"03";"0303180048";"03";"1";"0000";"201809"
"0303180013";"03";"0303180056";"03";"1";"0000";"201809"
"0303180013";"03";"0303180064";"03";"1";"0000";"201809"
"0304010014";"06";"0304010200";"07";"1";"0001";"201809"
"0304010022";"06";"0304010200";"07";"1";"0001";"201809"
"0304010073";"06";"0304010081";"07";"1";"0001";"201809"
"0304010073";"06";"0304010090";"06";"3";"0144";"201809"
"0304010073";"06";"0304010197";"07";"1";"0001";"201809"
"0304010073";"06";"0304010260";"06";"3";"0090";"201809"
"0304010073";"06";"0304010286";"06";"3";"0144";"201809"
"0304010073";"06";"0304010294";"06";"3";"0144";"201809"
"0304010073";"06";"0304010340";"07";"1";"0004";"201809"
"0304010090";"06";"0304010081";"07";"1";"0001";"201809"
"0304010090";"06";"0304010154";"07";"1";"0001";"201809"
"0304010090";"06";"0304010170";"07";"1";"0025";"201809"
"0304010090";"06";"0304010189";"07";"1";"0001";"201809"
"0304010090";"06";"0304010200";"07";"1";"0001";"201809"
"0304010090";"06";"0304010260";"06";"3";"0090";"201809"
"0304010090";"06";"0304010286";"06";"3";"0144";"201809"
"0304010090";"06";"0304010294";"06";"3";"0144";"201809"
"0304010090";"06";"0304010308";"07";"1";"0004";"201809"
"0304010090";"06";"0304010316";"07";"1";"0001";"201809"
"0304010120";"06";"0304010189";"07";"1";"0001";"201809"
"0304010120";"06";"0304010200";"07";"1";"0001";"201809"
"0304010120";"06";"0304010308";"07";"1";"0002";"201809"
"0304010138";"06";"0304010189";"07";"1";"0001";"201809"
"0304010138";"06";"0304010200";"07";"1";"0001";"201809"
"0304010138";"06";"0304010308";"07";"1";"0002";"201809"
"0304010146";"06";"0304010189";"07";"1";"0001";"201809"
"0304010146";"06";"0304010200";"07";"1";"0001";"201809"
"0304010189";"07";"0304010200";"07";"2";"0001";"201809"
"0304010189";"07";"0304010316";"07";"2";"0001";"201809"
"0304010200";"07";"0304010189";"07";"2";"0001";"201809"
"0304010200";"07";"0304010316";"07";"2";"0001";"201809"
"0304010235";"06";"0304010081";"07";"1";"0001";"201809"
"0304010235";"06";"0304010154";"07";"1";"0001";"201809"
"0304010235";"06";"0304010170";"07";"1";"0025";"201809"
"0304010235";"06";"0304010189";"07";"1";"0001";"201809"
"0304010235";"06";"0304010200";"07";"1";"0001";"201809"
"0304010235";"06";"0304010308";"07";"1";"0004";"201809"
"0304010260";"06";"0304010200";"07";"1";"0001";"201809"
"0304010286";"06";"0304010081";"07";"1";"0001";"201809"
"0304010286";"06";"0304010090";"06";"3";"0144";"201809"
"0304010286";"06";"0304010154";"07";"1";"0001";"201809"
"0304010286";"06";"0304010170";"07";"1";"0025";"201809"
"0304010286";"06";"0304010189";"07";"1";"0001";"201809"
"0304010286";"06";"0304010200";"07";"1";"0001";"201809"
"0304010286";"06";"0304010260";"06";"3";"0090";"201809"
"0304010286";"06";"0304010294";"06";"3";"0144";"201809"
"0304010286";"06";"0304010308";"07";"1";"0004";"201809"
"0304010286";"06";"0304010316";"07";"1";"0001";"201809"
"0304010294";"06";"0304010081";"07";"1";"0001";"201809"
"0304010294";"06";"0304010090";"06";"3";"0144";"201809"
"0304010294";"06";"0304010154";"07";"1";"0001";"201809"
"0304010294";"06";"0304010170";"07";"1";"0025";"201809"
"0304010294";"06";"0304010189";"07";"1";"0001";"201809"
"0304010294";"06";"0304010200";"07";"1";"0001";"201809"
"0304010294";"06";"0304010260";"06";"3";"0090";"201809"
"0304010294";"06";"0304010286";"06";"3";"0144";"201809"
"0304010294";"06";"0304010308";"07";"1";"0004";"201809"
"0304010294";"06";"0304010316";"07";"1";"0001";"201809"
"0304010316";"07";"0304010189";"07";"2";"0001";"201809"
"0304010316";"07";"0304010200";"07";"2";"0001";"201809"
"0304010359";"03";"0304010103";"04";"1";"0001";"201809"
"0304020010";"06";"0304080071";"07";"1";"0001";"201809"
"0304020028";"06";"0304080071";"07";"1";"0001";"201809"
"0304020036";"06";"0304020010";"06";"3";"0000";"201809"
"0304020036";"06";"0304020028";"06";"3";"0000";"201809"
"0304020036";"06";"0304020044";"06";"3";"0000";"201809"
"0304020036";"06";"0304020052";"06";"3";"0000";"201809"
"0304020036";"06";"0304020095";"06";"3";"0000";"201809"
"0304020036";"06";"0304020109";"06";"3";"0000";"201809"
"0304020036";"06";"0304020117";"06";"3";"0000";"201809"
"0304020036";"06";"0304020125";"06";"3";"0000";"201809"
"0304020036";"06";"0304020133";"06";"3";"0000";"201809"
"0304020036";"06";"0304020141";"06";"3";"0000";"201809"
"0304020036";"06";"0304020150";"06";"3";"0000";"201809"
"0304020036";"06";"0304020168";"06";"3";"0000";"201809"
"0304020036";"06";"0304020176";"06";"3";"0000";"201809"
"0304020036";"06";"0304020184";"06";"3";"0000";"201809"
"0304020036";"06";"0304020192";"06";"3";"0000";"201809"
"0304020036";"06";"0304020206";"06";"3";"0000";"201809"
"0304020036";"06";"0304020214";"06";"3";"0000";"201809"
"0304020036";"06";"0304020222";"06";"3";"0000";"201809"
"0304020036";"06";"0304020230";"06";"3";"0000";"201809"
"0304020036";"06";"0304020249";"06";"3";"0000";"201809"
"0304020036";"06";"0304020257";"06";"3";"0000";"201809"
"0304020036";"06";"0304020265";"06";"3";"0000";"201809"
"0304020036";"06";"0304020273";"06";"3";"0000";"201809"
