"co_grupo";"no_grupo";"co_sub_grupo";"no_sub_grupo";"co_forma_organizacao";"no_forma_organizacao";"co_procedimento";"no_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia";"dt_competencia"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050138";"SIMPATECTOMIA TORACICA A CEU ABERTO                                                                                                                                                                                                                       ";"0001";"0003";"0700";"0156";"1571";"0000057054";"0000000000";"0000023016";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050146";"SIMPATECTOMIA TORACICA VIDEOCIRURGICA                                                                                                                                                                                                                     ";"0001";"0003";"0700";"0156";"1571";"0000067846";"0000000000";"0000034608";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050014";"ALCOOLIZAÇÃO DE NERVO CRANIANO                                                                                                                                                                                                                            ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001885";"0000000000";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050022";"ALCOOLIZACAO DE TRIGEMIO                                                                                                                                                                                                                                  ";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000001885";"0000000000";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050030";"BLOQUEIOS PROLONGADOS DE SISTEMA NERVOSO PERIFERICO / CENTRAL COM BOMBA DE INFUSAO                                                                                                                                                                        ";"0001";"0003";"1400";"0156";"1571";"0000046293";"0000000000";"0000010136";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050049";"CORDOTOMIA / MIELOTOMIA POR RADIOFREQUENCIA                                                                                                                                                                                                               ";"0001";"0007";"1400";"0156";"1571";"0000102306";"0000000000";"0000096525";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050057";"IMPLANTE INTRATECAL DE BOMBA DE INFUSAO DE FARMACOS                                                                                                                                                                                                       ";"0001";"0005";"1000";"0228";"1571";"0000072066";"0000000000";"0000060775";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050065";"MICROCIRURGIA COM CORDOTOMIA / MIELOTOMIA A CEU ABERTO                                                                                                                                                                                                    ";"0001";"0007";"1400";"0156";"1571";"0000045824";"0000000000";"0000039192";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"05";"Tratamento neurocirúrgico da dor funcional                                                          ";"0403050073";"MICROCIRURGIA COM RIZOTOMIA A CEU ABERTO                                                                                                                                                                                                                  ";"0001";"0003";"1000";"0156";"1571";"0000072066";"0000000000";"0000085800";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060044";"MICROCIRURGIA PARA LESIONECTOMIA SEM MONITORAMENTO INTRA-OPERATORIO                                                                                                                                                                                       ";"0001";"0006";"1400";"0000";"1571";"0000169805";"0000000000";"0000111852";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060052";"MICROCIRURGIA PARA LOBECTOMIA TEMPORAL / AMIGDALO-HIPOCAMPECTOMIA SELETIVA                                                                                                                                                                                ";"0001";"0006";"1500";"0000";"1571";"0000250884";"0000000000";"0000153503";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060087";"MICROCIRURGIA PARA RESSECCAO UNILOBAR EXTRATEMPORAL SEM MONITORAMENTO INTRA-OPERATORIO                                                                                                                                                                    ";"0001";"0006";"1400";"0000";"1571";"0000180605";"0000000000";"0000111852";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060095";"TRANSECÇÕES SUB-PIAIS MULTIPLAS EM AREAS ELOQUENTES                                                                                                                                                                                                       ";"0001";"0006";"1400";"0000";"1571";"0000169805";"0000000000";"0000111852";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060060";"MICROCIRURGIA PARA RESSECCAO MULTILOBAR / HEMISFERECTOMIA / CALOSOTOMIA                                                                                                                                                                                   ";"0001";"0006";"1500";"0000";"1571";"0000372104";"0000000000";"0000207303";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060079";"MICROCIRURGIA PARA RESSECÇÃO UNILOBAR EXTRATEMPORAL COM MONITORAMENTO INTRAOPERATORIO                                                                                                                                                                     ";"0001";"0006";"1400";"0000";"1571";"0000358884";"0000000000";"0000150631";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060028";"EXPLORAÇÃO DIAGNÓSTICA CIRURGICA PARA IMPLANTAÇÃO UNILATERAL DE ELETRODOS INVASIVOS (INCLUI VIDEO-ELETROENCEFALOGRAMA)                                                                                                                                    ";"0001";"0006";"1400";"0000";"1571";"0000246992";"0000000000";"0000119840";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060036";"MICROCIRURGIA PARA LESIONECTOMIA COM MONITORAMENTO INTRAOPERATORIO                                                                                                                                                                                        ";"0001";"0006";"1400";"0000";"1571";"0000358884";"0000000000";"0000153503";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"06";"Investigação e cirurgia da epilepsia                                                                ";"0403060010";"EXPLORAÇÃO DIAGNÓSTICA CIRURGICA PARA IMPLANTAÇÃO BILATERAL DE ELETRODOS INVASIVOS (INCLUI VIDEO-ELETROENCEFALOGRAMA)                                                                                                                                     ";"0001";"0006";"1400";"0000";"1571";"0000463045";"0000000000";"0000197384";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070120";"EMBOLIZAÇÃO DE MALFORMAÇÃO ARTERIO-VENOSA INTRAPARENQUIMATOSA DO SISTEMA NERVOSO CENTRAL                                                                                                                                                                  ";"0001";"0004";"1000";"0360";"0851";"0000123888";"0000000000";"0000071680";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070163";"EMBOLIZAÇÃO DE ANEURISMA CEREBRAL MENOR DO QUE 1,5 CM COM COLO LARGO                                                                                                                                                                                      ";"0001";"0004";"0950";"0000";"1571";"0000123888";"0000000000";"0000078400";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070139";"EMBOLIZAÇÃO DE TUMOR INTRA-CRANIANO OU DA CABEÇA E PESCOÇO                                                                                                                                                                                                ";"0001";"0004";"0550";"0000";"1571";"0000123888";"0000000000";"0000040656";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070147";"TRATAMENTO DE ANEURISMA GIGANTE POR OCLUSÃO DO VASO PORTADOR                                                                                                                                                                                              ";"0001";"0004";"0950";"0000";"1571";"0000041583";"0000000000";"0000039198";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070155";"EMBOLIZAÇÃO DE ANEURISMA CEREBRAL MENOR QUE 1,5 CM COM COLO ESTREITO                                                                                                                                                                                      ";"0001";"0004";"0850";"0000";"1571";"0000123888";"0000000000";"0000078400";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070058";"EMBOLIZAÇÃO DE ANEURISMA CEREBRAL MAIOR QUE 1,5 CM COM COLO LARGO                                                                                                                                                                                         ";"0001";"0002";"0950";"0000";"1571";"0000123888";"0000000000";"0000085800";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070112";"EMBOLIZAÇÃO DE MALFORMAÇÃO ARTERIO-VENOSA DURAL SIMPLES DO SISTEMA NERVOSO CENTRAL                                                                                                                                                                        ";"0001";"0004";"0850";"0360";"0851";"0000041583";"0000000000";"0000052264";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070082";"EMBOLIZAÇÃO DE FISTULA ARTERIO-VENOSA DA CABEÇA E PESCOÇO                                                                                                                                                                                                 ";"0001";"0004";"0850";"0360";"0851";"0000123888";"0000000000";"0000057200";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070015";"ANGIOPLASTIA INTRACRANIANA EM VASO-ESPASMO                                                                                                                                                                                                                ";"0001";"0004";"0550";"0360";"0851";"0000041583";"0000000000";"0000039198";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070040";"EMBOLIZAÇÃO DE ANEURISMA CEREBRAL MAIOR QUE 1,5 CM COM COLO ESTREITO                                                                                                                                                                                      ";"0001";"0002";"0850";"0000";"1571";"0000123888";"0000000000";"0000085800";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070090";"EMBOLIZAÇÃO DE FISTULA CAROTIDO-CAVERNOSA COM BALÕES DESTACÁVEIS                                                                                                                                                                                          ";"0001";"0004";"0950";"0240";"0611";"0000123888";"0000000000";"0000057200";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"07";"Tratamento neuro-endovascular                                                                       ";"0403070104";"EMBOLIZAÇÃO DE MALFORMAÇÃO ARTERIO-VENOSA DURAL COMPLEXA DO SISTEMA NERVOSO CENTRAL                                                                                                                                                                       ";"0001";"0004";"0950";"0360";"0851";"0000041583";"0000000000";"0000052264";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080037";"IMPLANTE INTRAVENTRICULAR DE BOMBA DE INFUSÃO DE FARMACOS                                                                                                                                                                                                 ";"0001";"0005";"1000";"0228";"1571";"0000072066";"0000000000";"0000060775";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080100";"TROCA DE GERADOR DE PULSOS PARA ESTIMULAÇÃO CEREBRAL                                                                                                                                                                                                      ";"0001";"0005";"0300";"0228";"1571";"0000036103";"0000000000";"0000007377";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080053";"NEUROTOMIA SUPERSELETIVA PARA MOVIMENTOS ANORMAIS                                                                                                                                                                                                         ";"0001";"0003";"0850";"0156";"1571";"0000102306";"0000000000";"0000064350";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080045";"MIECTOMIA SUPERSELETIVA                                                                                                                                                                                                                                   ";"0001";"0003";"0850";"0156";"1571";"0000102306";"0000000000";"0000064350";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080096";"TRATAMENTO DE MOVIMENTO ANORMAL POR ESTEREOTAXIA COM MICRO-REGISTRO                                                                                                                                                                                       ";"0001";"0005";"1000";"0156";"1571";"0000114372";"0000000000";"0000075075";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080070";"TRATAMENTO DE DOR POR ESTEREOTAXIA                                                                                                                                                                                                                        ";"0001";"0003";"0850";"0156";"1571";"0000102306";"0000000000";"0000067925";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080088";"TRATAMENTO DE MOVIMENTO ANORMAL POR ESTEREOTAXIA                                                                                                                                                                                                          ";"0001";"0003";"1000";"0156";"1571";"0000102306";"0000000000";"0000067925";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080010";"IMPLANTE DE ELETRODO PARA ESTIMULAÇÃO CEREBRAL                                                                                                                                                                                                            ";"0001";"0005";"1400";"0228";"1571";"0000102306";"0000000000";"0000096525";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080029";"IMPLANTE DE GERADOR DE PULSOS P/ARA ESTIMULAÇÃO CEREBRAL (INCLUI CONECTOR)                                                                                                                                                                                ";"0001";"0005";"0300";"0228";"1571";"0000036103";"0000000000";"0000007377";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"03";"Cirurgia do sistema nervoso central e periférico                                                    ";"08";"Neurocirurgia funcional estereotáxica                                                               ";"0403080061";"NUCLEOTRACTOMIA TRIGEMINAL E/OU ESPINAL                                                                                                                                                                                                                   ";"0001";"0007";"0850";"0228";"1571";"0000102306";"0000000000";"0000096525";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010032";"AMIGDALECTOMIA C/ ADENOIDECTOMIA                                                                                                                                                                                                                          ";"0001";"0001";"0200";"0024";"1571";"0000015331";"0000003553";"0000018391";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010024";"AMIGDALECTOMIA                                                                                                                                                                                                                                            ";"0001";"0001";"0200";"0036";"1571";"0000014892";"0000004547";"0000015765";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010075";"DRENAGEM DE FURUNCULO NO CONDUTO AUDITIVO EXTERNO                                                                                                                                                                                                         ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001466";"0000000000";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010040";"ANTROTOMIA DA MASTOIDE (DRENAGEM DE OTITE NO LACTENTE)                                                                                                                                                                                                    ";"0001";"0002";"0250";"0000";"0035";"0000012842";"0000000000";"0000016667";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010059";"DRENAGEM DE ABSCESSO FARINGEO                                                                                                                                                                                                                             ";"0001";"0002";"0100";"0000";"1571";"0000010510";"0000002256";"0000013334";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010067";"DRENAGEM DE ABSCESSO PERIAMIGDALIANO                                                                                                                                                                                                                      ";"0001";"0002";"0100";"0012";"1571";"0000010510";"0000000000";"0000013334";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010113";"EXERESE DE PAPILOMA EM LARINGE                                                                                                                                                                                                                            ";"0001";"0002";"0200";"0000";"1571";"0000007117";"0000000000";"0000009193";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010083";"DRENAGEM DO SACO ENDO-LINFATICO - SHUNT (C/ AUDICAO POR VIA TRANSMASTOIDEA)                                                                                                                                                                               ";"0001";"0002";"0550";"0144";"1571";"0000027626";"0000000000";"0000053357";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010091";"DUCHA DE POLITZER (UNI / BILATERAL)                                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001128";"0000000000";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010105";"ESTAPEDECTOMIA                                                                                                                                                                                                                                            ";"0002";"0001";"0550";"0012";"1571";"0000027372";"0000000000";"0000040254";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010156";"INFILTRACAO MEDICAMENTOSA EM CORNETO INFERIOR                                                                                                                                                                                                             ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001128";"0000000000";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010164";"LABIRINTECTOMIA MEMBRANOSA / OSSEA COM OU S/ AUDICAO                                                                                                                                                                                                      ";"0002";"0002";"0550";"0000";"1571";"0000027884";"0000000000";"0000053333";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010172";"LARINGECTOMIA PARCIAL                                                                                                                                                                                                                                     ";"0001";"0003";"0250";"0012";"1571";"0000069966";"0000000000";"0000037336";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010180";"LARINGECTOMIA TOTAL                                                                                                                                                                                                                                       ";"0001";"0005";"0400";"0012";"1571";"0000072615";"0000000000";"0000025416";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010199";"LARINGECTOMIA TOTAL C/ ESVAZIAMENTO CERVICAL                                                                                                                                                                                                              ";"0001";"0005";"0400";"0012";"1571";"0000072615";"0000000000";"0000025416";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010202";"LARINGORRAFIA                                                                                                                                                                                                                                             ";"0001";"0005";"0250";"0000";"1571";"0000053175";"0000000000";"0000035470";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010210";"MASTOIDECTOMIA RADICAL                                                                                                                                                                                                                                    ";"0001";"0002";"0550";"0000";"1571";"0000036092";"0000000000";"0000039621";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010229";"MASTOIDECTOMIA SUBTOTAL                                                                                                                                                                                                                                   ";"0001";"0002";"0250";"0000";"1571";"0000025684";"0000000000";"0000022671";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010237";"MICROCIRURGIA OTOLOGICA                                                                                                                                                                                                                                   ";"0001";"0001";"0250";"0000";"1571";"0000022267";"0000000000";"0000015408";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010245";"MIRINGOTOMIA (TIMPANOPLASTIA)                                                                                                                                                                                                                             ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001128";"0000000000";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010121";"EXERESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOCO                                                                                                                                                                                                ";"0001";"0002";"0250";"0000";"1571";"0000015852";"0000003697";"0000020006";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010130";"EXTIRPACAO DE TUMOR DO CAVUM E FARINGE                                                                                                                                                                                                                    ";"0001";"0002";"0200";"0144";"1571";"0000010890";"0000000000";"0000013333";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010148";"IMPLANTE COCLEAR                                                                                                                                                                                                                                          ";"0001";"0001";"0400";"0000";"1571";"0000105898";"0000000000";"0000065568";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010016";"ADENOIDECTOMIA                                                                                                                                                                                                                                            ";"0001";"0001";"0200";"0024";"1571";"0000016913";"0000004842";"0000017905";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010431";"ARITENOIDECTOMIA COM LARINGOFISSURA                                                                                                                                                                                                                       ";"0001";"0003";"0250";"0000";"1571";"0000066472";"0000000000";"0000032665";"9999";"201904"
"04";"Procedimentos cirúrgicos                                                                            ";"04";"Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ";"01";"Cirurgia das vias aéreas superiores e do pescoço                                                    ";"0404010440";"ANTROSTOMIA DE MAXILA INTRANASAL                                                                                                                                                                                                                          ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000004434";"0000000000";"9999";"201904"
